,decimalLatitude,decimalLongitude,eventDate,Year,Month,Day,Depth,Volume,ParentEventID,h0,h1,h2,h3,measurementValue_vol_0.00050m_0.00150m,measurementValue_vol_0.00050m_0.00150m_detlim.,measurementValue_vol_0.00150m_0.00500m,measurementValue_vol_0.00150m_0.00500m_detlim.,measurementValue_vol_0.00500m_0.01500m,measurementValue_vol_0.00500m_0.01500m_detlim.,measurementValue_vol_0.01500m_0.05000m,measurementValue_vol_0.01500m_0.05000m_detlim.,measurementValue_vol_0.00050m_0.05000m_detlim,measurementValue_vol_0.00050m_0.05000m_nodetlim,measurementUnit_vol
25,30.5572,-145.043,2018-11-15,2018,11,15,483.83532,2658.0,Egger_2020_SR,577445914721910783,581918728023703551,586433872523165695,590937265992105983,1.0346124905944469e-07,1,8.276899924755379e-07,1,1.4014296463506316e-06,1,,1,2.332580887885614e-06,0.0,gm-3
26,30.5572,-145.043,2018-11-15,2018,11,15,296.16025,2906.0,Egger_2020_SR,577445914721910783,581918728023703551,586433872523165695,590937265992105983,9.463179628355264e-08,1,7.570543702684032e-07,1,1.281830695113551e-06,1,,1,2.133516861665507e-06,0.0,gm-3
27,30.5572,-145.043,2018-11-15,2018,11,15,166.77093,2636.0,Egger_2020_SR,577445914721910783,581918728023703551,586433872523165695,590937265992105983,2.2761760242789604e-07,0,8.345978755690364e-07,1,1.4131259484066687e-06,1,,1,2.475341426403601e-06,2.2761760242789604e-07,gm-3
28,30.5572,-145.043,2018-11-15,2018,11,15,108.64353,2805.0,Egger_2020_SR,577445914721910783,581918728023703551,586433872523165695,590937265992105983,1.0338680926915874e-06,0,6.060606060606185e-07,0,1.327985739750438e-06,1,,1,2.967914438502644e-06,1.6399286987522058e-06,gm-3
29,30.5572,-145.043,2018-11-15,2018,11,15,28.30881,2740.0,Egger_2020_SR,577445914721910783,581918728023703551,586433872523165695,590937265992105983,4.890510948905097e-06,0,1.2810218978102157e-05,0,2.043795620437954e-06,0,,1,1.974452554744521e-05,1.974452554744521e-05,gm-3
30,30.778900000000004,-133.3989,2018-01-12,2018,1,12,1749.1743,4521.0,Egger_2020_SR,577903311559065599,582389319000391679,586889620092878847,591392944842342399,2.2119000221187567e-08,0,4.866180048661756e-07,1,8.239327582393229e-07,1,,1,1.332669763326686e-06,2.2119000221187567e-08,gm-3
31,30.778900000000004,-133.3989,2018-01-12,2018,1,12,1328.56161,2605.0,Egger_2020_SR,577903311559065599,582389319000391679,586889620092878847,591392944842342399,1.0556621880998233e-07,1,8.445297504798387e-07,1,1.4299424184260955e-06,1,,1,2.3800383877159166e-06,0.0,gm-3
32,30.778900000000004,-133.3989,2018-01-12,2018,1,12,877.13401,4120.0,Egger_2020_SR,577903311559065599,582389319000391679,586889620092878847,591392944842342399,9.708737864076601e-08,0,6.553398058252379e-07,0,9.041262135922278e-07,1,,1,1.6565533980582317e-06,7.524271844660039e-07,gm-3
33,30.778900000000004,-133.3989,2018-01-12,2018,1,12,356.09339,2310.0,Egger_2020_SR,577903311559065599,582389319000391679,586889620092878847,591392944842342399,4.3290043290038523e-08,0,9.523809523809437e-07,1,1.6125541125541033e-06,1,,1,2.6082251082250853e-06,4.3290043290038523e-08,gm-3
34,30.778900000000004,-133.3989,2018-01-12,2018,1,12,236.93268,2463.0,Egger_2020_SR,577903311559065599,582389319000391679,586889620092878847,591392944842342399,1.116524563540414e-07,1,8.932196508323101e-07,1,1.512383272431985e-06,1,,1,2.5172553796183362e-06,0.0,gm-3
35,30.778900000000004,-133.3989,2018-01-12,2018,1,12,178.32151,2348.0,Egger_2020_SR,577903311559065599,582389319000391679,586889620092878847,591392944842342399,1.1712095400340884e-07,1,4.258943781942082e-07,0,1.5864565587734151e-06,1,,1,2.1294718909710322e-06,4.258943781942082e-07,gm-3
36,30.778900000000004,-133.3989,2018-01-12,2018,1,12,105.69668,2370.0,Egger_2020_SR,577903311559065599,582389319000391679,586889620092878847,591392944842342399,3.375527426160434e-07,0,1.223628691983128e-06,0,1.5717299578058981e-06,1,,1,3.1329113924050697e-06,1.5611814345991714e-06,gm-3
37,30.778900000000004,-133.3989,2018-01-12,2018,1,12,26.54934,2285.0,Egger_2020_SR,577903311559065599,582389319000391679,586889620092878847,591392944842342399,1.9256017505470525e-06,0,1.663019693654278e-06,0,1.6301969365426603e-06,1,,1,5.218818380743991e-06,3.5886214442013305e-06,gm-3
38,31.525533333333332,-123.31,2018-04-12,2018,4,12,1764.50623,4020.0,Egger_2020_SR,577199624117288959,581690029605126143,586189780941799423,590693311849693183,6.840796019900596e-08,1,5.472636815920347e-07,1,9.266169154228802e-07,1,,1,1.542288557213921e-06,0.0,gm-3
39,31.525533333333332,-123.31,2018-04-12,2018,4,12,873.44613,3789.0,Egger_2020_SR,577199624117288959,581690029605126143,586189780941799423,590693311849693183,7.257851675904037e-08,1,5.806281340723093e-07,1,9.831089997360726e-07,1,,1,1.6363156505674222e-06,0.0,gm-3
